code,language,model,split,target,source,features,cleaned_code
"protected Object doGetTransaction() {
        Object dataSourceTransactionObject = super.doGetTransaction();
        Object contextSourceTransactionObject = ldapManagerDelegate
                .doGetTransaction();

        return new ContextSourceAndHibernateTransactionObject(
                contextSourceTransactionObject, dataSourceTransactionObject);
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 16.5, 'avgLineLength': 44.25, 'emptyLinesDensity': 0.125, 'functionDefinitionDensity': 0.125, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2188365650969529}","protected Object doGetTransaction() {
        Object dataSourceTransactionObject = super.doGetTransaction();
        Object contextSourceTransactionObject = ldapManagerDelegate
                .doGetTransaction();

        return new ContextSourceAndHibernateTransactionObject(
                contextSourceTransactionObject, dataSourceTransactionObject);
    }"
"public void setPrimitive(Type type, int val) {
        if (type.hasValue()) {
            this.type = type;
            this.value = val;
            this.left = null;
            this.right = null;
            this.query = null;
        } else {
            throw new IllegalArgumentException(""Value provided for non-value ""
                                               + ""expression type!"");
        }
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.166666666666667, 'avgLineLength': 33.333333333333336, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.08333333333333333, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 2, 'whiteSpaceRatio': 0.45255474452554745}","public void setPrimitive(Type type, int val) {
        if (type.hasValue()) {
            this.type = type;
            this.value = val;
            this.left = null;
            this.right = null;
            this.query = null;
        } else {
            throw new IllegalArgumentException(""Value provided for non-value ""
                                               + ""expression type!"");
        }
    }"
"private int getMaxOccurence(double massTo, int element_pos, int[] matrix, List<IIsotope> isoToCond_new) {
        double massIn = isoToCond_new.get(element_pos).getExactMass();
        double massToM = massTo;
        for (int i = 0; i < matrix.length; i++)
            if (i != element_pos) if (matrix[i] != 0) massToM -= isoToCond_new.get(i).getExactMass() * matrix[i];

        int value = (int) ((massToM + 1) / massIn);
        return value;
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.490196078431373, 'avgLineLength': 49.333333333333336, 'emptyLinesDensity': 0.1111111111111111, 'functionDefinitionDensity': 0.1111111111111111, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 7, 'whiteSpaceRatio': 0.2411504424778761}","private int getMaxOccurence(double massTo, int element_pos, int[] matrix, List<IIsotope> isoToCond_new) {
        double massIn = isoToCond_new.get(element_pos).getExactMass();
        double massToM = massTo;
        for (int i = 0; i < matrix.length; i++)
            if (i != element_pos) if (matrix[i] != 0) massToM -= isoToCond_new.get(i).getExactMass() * matrix[i];

        int value = (int) ((massToM + 1) / massIn);
        return value;
    }"
"protected PredicateLevelProposal proposeForGroupingMap(
            ImmutableMultimap<ImmutableList<VariableOrGroundTerm>, ExtensionalDataNode> groupingMap)
    throws AtomUnificationException {

        ImmutableCollection<Collection<ExtensionalDataNode>> dataNodeGroups = groupingMap.asMap().values();

        try {
            /*
             * Collection of unifying substitutions
             */
            ImmutableSet<ImmutableSubstitution<VariableOrGroundTerm>> unifyingSubstitutions =
                    dataNodeGroups.stream()
                            .filter(g -> g.size() > 1)
                            .map(redundantNodes -> {
                                    try {
                                        return unifyRedundantNodes(redundantNodes);
                                    } catch (AtomUnificationException e) {
                                        throw new AtomUnificationRuntimeException(e);
                                    }
                            })
                            .filter(s -> !s.isEmpty())
                            .collect(ImmutableCollectors.toSet());
            /*
             * All the nodes that have been at least once dominated (--> could thus be removed).
             *
             * Not parallellizable
             */
            ImmutableSet<ExtensionalDataNode> removableNodes = ImmutableSet.copyOf(dataNodeGroups.stream()
                    .filter(sameRowDataNodes -> sameRowDataNodes.size() > 1)
                    .reduce(
                            new Dominance(),
                            Dominance::update,
                            (dom1, dom2) -> {
                                throw new IllegalStateException(""Cannot be run in parallel"");
                            })
                    .getRemovalNodes());

            return new PredicateLevelProposal(unifyingSubstitutions, removableNodes);

            /*
             * Trick: rethrow the exception
              */
        } catch (AtomUnificationRuntimeException e) {
            throw e.checkedException;
        }
    }",java,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 9.142857142857142, 'avgLineLength': 44.5, 'emptyLinesDensity': 0.08695652173913043, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.4378585086042065}","protected PredicateLevelProposal proposeForGroupingMap(
            ImmutableMultimap<ImmutableList<VariableOrGroundTerm>, ExtensionalDataNode> groupingMap)
    throws AtomUnificationException {

        ImmutableCollection<Collection<ExtensionalDataNode>> dataNodeGroups = groupingMap.asMap().values();

        try {
            
            ImmutableSet<ImmutableSubstitution<VariableOrGroundTerm>> unifyingSubstitutions =
                    dataNodeGroups.stream()
                            .filter(g -> g.size() > 1)
                            .map(redundantNodes -> {
                                    try {
                                        return unifyRedundantNodes(redundantNodes);
                                    } catch (AtomUnificationException e) {
                                        throw new AtomUnificationRuntimeException(e);
                                    }
                            })
                            .filter(s -> !s.isEmpty())
                            .collect(ImmutableCollectors.toSet());
            
            ImmutableSet<ExtensionalDataNode> removableNodes = ImmutableSet.copyOf(dataNodeGroups.stream()
                    .filter(sameRowDataNodes -> sameRowDataNodes.size() > 1)
                    .reduce(
                            new Dominance(),
                            Dominance::update,
                            (dom1, dom2) -> {
                                throw new IllegalStateException(""Cannot be run in parallel"");
                            })
                    .getRemovalNodes());

            return new PredicateLevelProposal(unifyingSubstitutions, removableNodes);

            
        } catch (AtomUnificationRuntimeException e) {
            throw e.checkedException;
        }
    }"
"def _compute_layout_validator(self):
    """"""Computes self._layout_validator.""""""
    self._layout_validator = valid_layouts.LayoutValidator(self.mtf_graph,
                                                           self.mesh_shape)",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 9.785714285714286, 'avgLineLength': 56.75, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.25, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3217391304347826}","def _compute_layout_validator(self):
    
    self._layout_validator = valid_layouts.LayoutValidator(self.mtf_graph,
                                                           self.mesh_shape)"
"public MoneyAmountStyle withDecimalPointCharacter(Character decimalPointCharacter) {
        int dpVal = (decimalPointCharacter == null ? -1 : decimalPointCharacter);
        if (dpVal == this.decimalPointCharacter) {
            return this;
        }
        return new MoneyAmountStyle(
                zeroCharacter,
                positiveCharacter, negativeCharacter,
                dpVal, groupingStyle,
                groupingCharacter, groupingSize, extendedGroupingSize, forceDecimalPoint, absValue);
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 11.266666666666667, 'avgLineLength': 47.18181818181818, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.09090909090909091, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 3, 'whiteSpaceRatio': 0.29867674858223064}","public MoneyAmountStyle withDecimalPointCharacter(Character decimalPointCharacter) {
        int dpVal = (decimalPointCharacter == null ? -1 : decimalPointCharacter);
        if (dpVal == this.decimalPointCharacter) {
            return this;
        }
        return new MoneyAmountStyle(
                zeroCharacter,
                positiveCharacter, negativeCharacter,
                dpVal, groupingStyle,
                groupingCharacter, groupingSize, extendedGroupingSize, forceDecimalPoint, absValue);
    }"
void reset_arrays() { ile = 0; },cpp,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.0, 'avgLineLength': 32.0, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 33.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.1875}",void reset_arrays() { ile = 0; }
"def StaticAdd(cls,
                collection_urn,
                rdf_value,
                timestamp=None,
                suffix=None,
                mutation_pool=None):
    """"""Adds an rdf value to a collection.

    Adds an rdf value to a collection. Does not require that the collection be
    open. NOTE: The caller is responsible for ensuring that the collection
    exists and is of the correct type.

    Args:
      collection_urn: The urn of the collection to add to.
      rdf_value: The rdf value to add to the collection. If this value is not
        GrrMessage, it will be wrapped into GrrMessage (later when collection is
        iterated, this value will still be returned wrapped in GrrMessage).
      timestamp: The timestamp (in microseconds) to store the rdf value at.
        Defaults to the current time.
      suffix: A 'fractional timestamp' suffix to reduce the chance of
        collisions. Defaults to a random number.
      mutation_pool: A MutationPool object to write to.

    Returns:
      The pair (timestamp, suffix) which identifies the value within the
      collection.

    Raises:
      ValueError: rdf_value has unexpected type.

    """"""
    if rdf_value is None:
      raise ValueError(""Can't add None to MultiTypeCollection"")
    if mutation_pool is None:
      raise ValueError(""Mutation pool can't be none."")

    if not isinstance(rdf_value, rdf_flows.GrrMessage):
      rdf_value = rdf_flows.GrrMessage(payload=rdf_value)

    value_type = rdf_value.args_rdf_name or rdf_flows.GrrMessage.__name__

    # In order to make this fast, we never actually generate the
    # subcollections, we just use them. This means that we cannot use
    # ListChildren to get all the items stored in this
    # MultiTypeCollection.
    subpath = collection_urn.Add(value_type)
    sequential_collection.GrrMessageCollection.StaticAdd(
        subpath,
        rdf_value,
        timestamp=timestamp,
        suffix=suffix,
        mutation_pool=mutation_pool)

    mutation_pool.CollectionAddStoredTypeIndex(collection_urn, value_type)",python,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 5.844897959183673, 'avgLineLength': 37.31481481481482, 'emptyLinesDensity': 0.16666666666666666, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2562862669245648}","def StaticAdd(cls,
                collection_urn,
                rdf_value,
                timestamp=None,
                suffix=None,
                mutation_pool=None):
    
    if rdf_value is None:
      raise ValueError(""Can't add None to MultiTypeCollection"")
    if mutation_pool is None:
      raise ValueError(""Mutation pool can't be none."")

    if not isinstance(rdf_value, rdf_flows.GrrMessage):
      rdf_value = rdf_flows.GrrMessage(payload=rdf_value)

    value_type = rdf_value.args_rdf_name or rdf_flows.GrrMessage.__name__

    
    
    
    
    subpath = collection_urn.Add(value_type)
    sequential_collection.GrrMessageCollection.StaticAdd(
        subpath,
        rdf_value,
        timestamp=timestamp,
        suffix=suffix,
        mutation_pool=mutation_pool)

    mutation_pool.CollectionAddStoredTypeIndex(collection_urn, value_type)"
"def _get_ancestors_of(self, obs_nodes_list):
        """"""
        Returns a dictionary of all ancestors of all the observed nodes including the
        node itself.
        Parameters
        ----------
        obs_nodes_list: string, list-type
            name of all the observed nodes
        Examples
        --------
        >>> from pgmpy.base import DAG
        >>> model = DAG([('D', 'G'), ('I', 'G'), ('G', 'L'),
        ...                        ('I', 'L')])
        >>> model._get_ancestors_of('G')
        {'D', 'G', 'I'}
        >>> model._get_ancestors_of(['G', 'I'])
        {'D', 'G', 'I'}
        """"""
        if not isinstance(obs_nodes_list, (list, tuple)):
            obs_nodes_list = [obs_nodes_list]

        for node in obs_nodes_list:
            if node not in self.nodes():
                raise ValueError('Node {s} not in not in graph'.format(s=node))

        ancestors_list = set()
        nodes_list = set(obs_nodes_list)
        while nodes_list:
            node = nodes_list.pop()
            if node not in ancestors_list:
                nodes_list.update(self.predecessors(node))
            ancestors_list.add(node)
        return ancestors_list",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.333333333333333, 'avgLineLength': 34.878787878787875, 'emptyLinesDensity': 0.06060606060606061, 'functionDefinitionDensity': 0.030303030303030304, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.34657650042265425}","def _get_ancestors_of(self, obs_nodes_list):
        
        if not isinstance(obs_nodes_list, (list, tuple)):
            obs_nodes_list = [obs_nodes_list]

        for node in obs_nodes_list:
            if node not in self.nodes():
                raise ValueError('Node {s} not in not in graph'.format(s=node))

        ancestors_list = set()
        nodes_list = set(obs_nodes_list)
        while nodes_list:
            node = nodes_list.pop()
            if node not in ancestors_list:
                nodes_list.update(self.predecessors(node))
            ancestors_list.add(node)
        return ancestors_list"
"def delete_chat_sticker_set(self, chat_id):
        """"""
        Use this method to delete a group sticker set from a supergroup. The bot must be an administrator in the chat
        for this to work and must have the appropriate admin rights. Use the field can_set_sticker_set
        optionally returned in getChat requests to check if the bot can use this method. Returns True on success.
        :param chat_id:	Unique identifier for the target chat or username of the target supergroup
        (in the format @supergroupusername)
        :return:
        """"""
        result = apihelper.delete_chat_sticker_set(self.token, chat_id)
        return result",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.482352941176471, 'avgLineLength': 58.72727272727273, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.09090909090909091, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.24847560975609756}","def delete_chat_sticker_set(self, chat_id):
        
        result = apihelper.delete_chat_sticker_set(self.token, chat_id)
        return result"
"String getResponseToken(String responseInbox) {
        int len = getRespInboxLength();
        if (responseInbox.length() <= len) {
            return responseInbox;
        }
        return responseInbox.substring(len);
    }",java,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 8.176470588235293, 'avgLineLength': 32.42857142857143, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 2, 'whiteSpaceRatio': 0.3090128755364807}","String getResponseToken(String responseInbox) {
        int len = getRespInboxLength();
        if (responseInbox.length() <= len) {
            return responseInbox;
        }
        return responseInbox.substring(len);
    }"
"def plot_points(points, lattice=None, coords_are_cartesian=False, fold=False,
                ax=None, **kwargs):
    """"""
    Adds Points to a matplotlib Axes

    Args:
        points: list of coordinates
        lattice: Lattice object used to convert from reciprocal to cartesian coordinates
        coords_are_cartesian: Set to True if you are providing
            coordinates in cartesian coordinates. Defaults to False.
            Requires lattice if False.
        fold: whether the points should be folded inside the first Brillouin Zone.
            Defaults to False. Requires lattice if True.
        ax: matplotlib :class:`Axes` or None if a new figure should be created.
        kwargs: kwargs passed to the matplotlib function 'scatter'. Color defaults to blue

    Returns:
        matplotlib figure and matplotlib ax
    """"""
    ax, fig, plt = get_ax3d_fig_plt(ax)

    if ""color"" not in kwargs:
        kwargs[""color""] = ""b""

    if (not coords_are_cartesian or fold) and lattice is None:
        raise ValueError(
            ""coords_are_cartesian False or fold True require the lattice"")

    for p in points:

        if fold:
            p = fold_point(p, lattice,
                           coords_are_cartesian=coords_are_cartesian)

        elif not coords_are_cartesian:
            p = lattice.get_cartesian_coords(p)

        ax.scatter(*p, **kwargs)

    return fig, ax",python,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 5.60248447204969, 'avgLineLength': 34.0, 'emptyLinesDensity': 0.225, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2944960686204432}","def plot_points(points, lattice=None, coords_are_cartesian=False, fold=False,
                ax=None, **kwargs):
    
    ax, fig, plt = get_ax3d_fig_plt(ax)

    if ""color"" not in kwargs:
        kwargs[""color""] = ""b""

    if (not coords_are_cartesian or fold) and lattice is None:
        raise ValueError(
            ""coords_are_cartesian False or fold True require the lattice"")

    for p in points:

        if fold:
            p = fold_point(p, lattice,
                           coords_are_cartesian=coords_are_cartesian)

        elif not coords_are_cartesian:
            p = lattice.get_cartesian_coords(p)

        ax.scatter(*p, **kwargs)

    return fig, ax"
